"","Symbol","Name","Branche"
"2359","PHUN","Phunware",NA
"2360","PI","Impinj",NA
"2361","PICO","PICO Holdings",NA
"2362","PID","Invesco International Dividend Achievers ETF",NA
"2363","PIE","Invesco DWA Emerging Markets Momentum ETF",NA
"2364","PIH","1347 Property Insurance Holdings",NA
"2365","PINC","Premier",NA
"2366","PIO","Invesco Global Water ETF",NA
"2367","PIRS","Pieris Pharmaceuticals",NA
"2368","PIXY","ShiftPixy",NA
"2369","PIZ","Invesco DWA Developed Markets Momentum ETF",NA
"2370","PKBK","Parke Bancorp","Finanzen"
"2371","PKOH","Park",NA
"2372","PKW","Invesco BuyBack Achievers ETF",NA
"2373","PLAB","Photronics",NA
"2374","PLAY","Dave & Buster's Entertainment","Konsumgüter"
"2375","PLBC","Plumas Bancorp ",NA
"2376","PLC","Principal U.S. Large",NA
"2377","PLCE","Children's Place(The) ",NA
"2378","PLIN","China Xiangtai Food Co.",NA
"2379","PLL","Piedmont Lithium Limited ",NA
"2380","PLMR","Palomar Holdings",NA
"2381","PLPC","Preformed Line Products Company ",NA
"2382","PLRX","Pliant Therapeutics",NA
"2383","PLSE","Pulse Biosciences Inc ",NA
"2384","PLUG","Plug Power",NA
"2385","PLUS","ePlus inc. ",NA
"2386","PLW","Invesco 1",NA
"2387","PLXP","PLx Pharma",NA
"2388","PLXS","Plexus",NA
"2389","PLYA","Playa Hotels & Resorts N.V. ",NA
"2390","PMBC","Pacific Mercantile Bancorp ",NA
"2391","PMD","Psychemedics","Gesundheitswesen"
"2392","PME","Pingtan Marine Enterprise",NA
"2393","PMVP","PMV Pharmaceuticals",NA
"2394","PNBK","Patriot National Bancorp","Finanzen"
"2395","PNFP","Pinnacle Financial Partners",NA
"2396","PNNT","PennantPark Investment",NA
"2397","PNQI","Invesco Nasdaq Internet ETF",NA
"2398","PNRG","PrimeEnergy Resources",NA
"2399","PNTG","The Pennant Group",NA
"2400","POAI","Predictive Oncology","Technologie"
"2401","PODD","Insulet","Gesundheitswesen"
"2402","POLA","Polar Power",NA
"2403","POOL","Pool",NA
"2404","POTX","Global X Cannabis ETF",NA
"2405","POWI","Power Integrations",NA
"2406","POWL","Powell Industries",NA
"2407","PPBI","Pacific Premier Bancorp Inc ",NA
"2408","PPC","Pilgrim's Pride",NA
"2409","PPD","PPD",NA
"2410","PPH","VanEck Vectors Pharmaceutical ETF",NA
"2411","PPSI","Pioneer Power Solutions",NA
"2412","PRAA","PRA Group",NA
"2413","PRAH","PRA Health Sciences","Technologie"
"2414","PRAX","Praxis Precision Medicines",NA
"2415","PRCP","Perceptron",NA
"2416","PRDO","Perdoceo Education",NA
"2417","PRFT","Perficient",NA
"2418","PRFX","PainReform",NA
"2419","PRFZ","Invesco FTSE RAFI US 1500 Small",NA
"2420","PRGS","Progress Software",NA
"2421","PRGX","PRGX Global",NA
"2422","PRIM","Primoris Services",NA
"2423","PRLD","Prelude Therapeutics Incorporated ",NA
"2424","PRN","Invesco DWA Industrials Momentum ETF",NA
"2425","PROF","Profound Medical",NA
"2426","PROG","Progenity",NA
"2427","PROV","Provident Financial Holdings","Finanzen"
"2428","PRPH","ProPhase Labs",NA
"2429","PRPL","Purple Innovation",NA
"2430","PRPO","Precipio",NA
"2431","PRQR","ProQR Therapeutics N.V. ",NA
"2432","PRSC","The Providence Service",NA
"2433","PRTA","Prothenaplc ",NA
"2434","PRTH","Priority Technology Holdings",NA
"2435","PRTK","Paratek Pharmaceuticals ",NA
"2436","PRTS","CarParts.com",NA
"2437","PRVB","Provention Bio",NA
"2438","PRVL","Prevail Therapeutics","Technologie"
"2439","PS","Pluralsight",NA
"2440","PSAC","Property Solutions Acquisition",NA
"2441","PSC","Principal U.S. Small",NA
"2442","PSCC","Invesco S&P SmallCap Consumer Staples ETF",NA
"2443","PSCD","Invesco S&P SmallCap Consumer Discretionary ETF",NA
"2444","PSCE","Invesco S&P SmallCap Energy ETF",NA
"2445","PSCF","Invesco S&P SmallCap Financials ETF",NA
"2446","PSCH","Invesco S&P SmallCap Health Care ETF",NA
"2447","PSCI","Invesco S&P SmallCap Industrials ETF",NA
"2448","PSCM","Invesco S&P SmallCap Materials ETF",NA
"2449","PSCT","Invesco S&P SmallCap Information Technology ETF",NA
"2450","PSCU","Invesco S&P SmallCap Utilities & Communication Services ETF",NA
"2451","PSEC","Prospect Capital",NA
"2452","PSET","Principal Quality ETF",NA
"2453","PSHG","Performance Shipping",NA
"2454","PSL","Invesco DWA Consumer Staples Momentum ETF",NA
"2455","PSMT","PriceSmart",NA
"2456","PSNL","Personalis","Technologie"
"2457","PSTI","Pluristem Therapeutics","Technologie"
"2458","PSTV","PLUS THERAPEUTICS",NA
"2459","PSTX","Poseida Therapeutics",NA
"2460","PT","Pintec Technology Holdings Limited ",NA
"2461","PTAC","PropTech Acquisition",NA
"2462","PTC","PTC",NA
"2463","PTCT","PTC Therapeutics",NA
"2464","PTE","PolarityTE",NA
"2465","PTEN","Patterson",NA
"2466","PTF","Invesco DWA Technology Momentum ETF",NA
"2467","PTGX","Protagonist Therapeutics",NA
"2468","PTH","Invesco DWA Healthcare Momentum ETF",NA
"2469","PTI","Proteostasis Therapeutics","Technologie"
"2470","PTNR","Partner Communications Company","Technologie"
"2471","PTON","Peloton Interactive",NA
"2472","PTRS","Partners Bancorp ",NA
"2473","PTSI","P.A.M. Transportation Services",NA
"2474","PTVCA","Protective Insurance",NA
"2475","PTVE","Pactiv Evergreen",NA
"2476","PUI","Invesco DWA Utilities Momentum ETF",NA
"2477","PULM","Pulmatrix",NA
"2478","PUYI","Puyi","Finanzen"
"2479","PVAC","Penn Virginia","Rohstoffe"
"2480","PVBC","Provident Bancorp","Finanzen"
"2481","PWFL","PowerFleet",NA
"2482","PWOD","Penns Woods Bancorp","Finanzen"
"2483","PXI","Invesco DWA Energy Momentum ETF",NA
"2484","PXLW","Pixelworks",NA
"2485","PXS","Pyxis Tankers","Infrakstruktur"
"2486","PY","Principal Value ETF",NA
"2487","PYPD","PolyPid",NA
"2488","PYPL","PayPal Holdings",NA
"2489","PYZ","Invesco DWA Basic Materials Momentum ETF",NA
"2490","PZZA","Papa John's International",NA
"2491","QABA","First Trust NASDAQ ABA Community Bank Index Fund",NA
"2492","QADA","QAD",NA
"2493","QAT","iShares MSCI Qatar ETF",NA
"2494","QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund",NA
"2495","QCOM","QUALCOMM Incorporated ",NA
"2496","QCRH","QCR Holdings","Finanzen"
"2497","QDEL","Quidel",NA
"2498","QELLU","Qell Acquisition",NA
"2499","QFIN","360 DigiTech",NA
"2500","QH","Quhuo Limited ",NA
"2501","QIWI","QIWI plc ",NA
"2502","QK","Q&K International Group Limited ",NA
"2503","QLGN","Qualigen Therapeutics",NA
"2504","QLYS","Qualys",NA
"2505","QMCO","Quantum","Technologie"
"2506","QNST","QuinStreet",NA
"2507","QQEW","First Trust NASDAQ",NA
"2508","QQQ","Invesco QQQ Trust Series 1",NA
"2509","QQQJ","Invesco NASDAQ Next Gen 100 ETF",NA
"2510","QQQM","Invesco NASDAQ 100 ETF",NA
"2511","QQQN","VictoryShares Nasdaq Next 50 ETF",NA
"2512","QQQX","Nuveen NASDAQ 100 Dynamic Overwrite Fund ",NA
"2513","QRHC","Quest Resource Holding",NA
"2514","QRTEA","Qurate Retail",NA
"2515","QRVO","Qorvo",NA
"2516","QTNT","Quotient Limited ",NA
"2517","QTRX","Quanterix",NA
"2518","QTT","Qutoutiao",NA
"2519","QUIK","QuickLogic",NA
"2520","QUMU","Qumu","Technologie"
"2521","QURE","uniQure N.V. ",NA
"2522","QYLD","Global X NASDAQ",NA
"2523","QYLG","Global X Nasdaq 100 Covered Call & Growth ETF",NA
"2524","RACA","Therapeutics Acquisition",NA
"2525","RADA","RADA Electronic Industries",NA
"2526","RADI","Radius Global Infrastructure",NA
"2527","RAIL","Freightcar America",NA
"2528","RAND","Rand Capital",NA
"2529","RAPT","RAPT Therapeutics",NA
"2530","RARE","Ultragenyx Pharmaceutical",NA
"2531","RAVE","Rave Restaurant Group",NA
"2532","RAVN","Raven Industries",NA
"2533","RBB","RBB Bancorp ",NA
"2534","RBBN","Ribbon Communications ",NA
"2535","RBCAA","Republic Bancorp",NA
"2536","RBCN","Rubicon Technology",NA
"2537","RBKB","Rhinebeck Bancorp",NA
"2538","RBNC","Reliant Bancorp","Finanzen"
"2539","RCEL","Avita Therapeutics",NA
"2540","RCHGU","Recharge Acquisition",NA
"2541","RCII","Rent",NA
"2542","RCKT","Rocket Pharmaceuticals",NA
"2543","RCKY","Rocky Brands","Sonstige"
"2544","RCM","R1 RCM",NA
"2545","RCMT","RCM Technologies",NA
"2546","RCON","Recon Technology",NA
"2547","RDCM","Radcom",NA
"2548","RDFN","Redfin",NA
"2549","RDHL","Redhill Biopharma","Technologie"
"2550","RDI","Reading International Inc ",NA
"2551","RDNT","RadNet","Gesundheitswesen"
"2552","RDUS","Radius Health",NA
"2553","RDVT","Red Violet",NA
"2554","RDVY","First Trust Rising Dividend Achievers ETF",NA
"2555","RDWR","Radware","Technologie"
"2556","REAL","The RealReal",NA
"2557","REDU","RISE Education Cayman Ltd ",NA
"2558","REED","Reeds",NA
"2559","REFR","Research Frontiers Incorporated ",NA
"2560","REG","Regency Centers","Immobilien"
"2561","REGI","Renewable Energy Group","Rohstoffe"
"2562","REGN","Regeneron Pharmaceuticals","Technologie"
"2563","REKR","Rekor Systems",NA
"2564","RELL","Richardson Electronics",NA
"2565","RELV","Reliv' International",NA
"2566","REPH","Recro Pharma",NA
"2567","REPL","Replimune Group",NA
"2568","RESN","Resonant",NA
"2569","RETA","Reata Pharmaceuticals",NA
"2570","RETO","ReTo Eco",NA
"2571","REYN","Reynolds Consumer Products",NA
"2572","RFAP","First Trust RiverFront Dynamic Asia Pacific ETF",NA
"2573","RFDI","First Trust RiverFront Dynamic Developed International ETF",NA
"2574","RFEM","First Trust RiverFront Dynamic Emerging Markets ETF",NA
"2575","RFEU","First Trust RiverFront Dynamic Europe ETF",NA
"2576","RFIL","RF Industries",NA
"2577","RGCO","RGC Resources",NA
"2578","RGEN","Repligen",NA
"2579","RGLD","Royal Gold","Rohstoffe"
"2580","RGLS","Regulus Therapeutics",NA
"2581","RGNX","REGENXBIO",NA
"2582","RGP","Resources Connection",NA
"2583","RIBT","RiceBran Technologies ",NA
"2584","RICK","RCI Hospitality Holdings",NA
"2585","RIDE","Lordstown Motors",NA
"2586","RIGL","Rigel Pharmaceuticals",NA
"2587","RILY","B. Riley Financial","Finanzen"
"2588","RING","iShares MSCI Global Gold Miners ETF",NA
"2589","RIOT","Riot Blockchain Inc ",NA
"2590","RIVE","Riverview Financial",NA
"2591","RKDA","Arcadia Biosciences",NA
"2592","RLAY","Relay Therapeutics",NA
"2593","RLMD","Relmada Therapeutics","Konsumgüter"
"2594","RMBI","Richmond Mutual Bancorporation","Finanzen"
"2595","RMBL","RumbleOn",NA
"2596","RMBS","Rambus",NA
"2597","RMCF","Rocky Mountain Chocolate Factory",NA
"2598","RMNI","Rimini Street",NA
"2599","RMR","The RMR Group",NA
"2600","RMRM","RMR Mortgage Trust ",NA
"2601","RMTI","Rockwell Medical",NA
"2602","RNA","Avidity Biosciences",NA
"2603","RNDB","Randolph Bancorp","Finanzen"
"2604","RNDM","First Trust Developed International Equity Select ETF",NA
"2605","RNDV","First Trust US Equity Dividend Select ETF",NA
"2606","RNEM","First Trust Emerging Markets Equity Select ETF",NA
"2607","RNET","RigNet","Technologie"
"2608","RNLC","First Trust Large Cap US Equity Select ETF",NA
"2609","RNLX","Renalytix AI plc ",NA
"2610","RNMC","First Trust Mid Cap US Equity Select ETF",NA
"2611","RNSC","First Trust Small Cap US Equity Select ETF",NA
"2612","RNST","Renasant","Finanzen"
"2613","RNWK","RealNetworks",NA
"2614","ROAD","Construction Partners",NA
"2615","ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF",NA
"2616","ROCH","Roth CH Acquisition I Co. ",NA
"2617","ROCK","Gibraltar Industries",NA
"2618","ROIC","Retail Opportunity Investments","Immobilien"
"2619","ROKU","Roku",NA
"2620","ROLL","RBC Bearings Incorporated ",NA
"2621","ROOT","Root",NA
"2622","ROST","Ross Stores","Konsumgüter"
"2623","RP","RealPage",NA
"2624","RPAY","Repay Holdings",NA
"2625","RPD","Rapid7",NA
"2626","RPRX","Royalty Pharma plc ",NA
"2627","RPTX","Repare Therapeutics",NA
"2628","RRBI","Red River Bancshares",NA
"2629","RRGB","Red Robin Gourmet Burgers",NA
"2630","RRR","Red Rock Resorts",NA
"2631","RSSS","Research Solutions Inc ",NA
"2632","RTH","VanEck Vectors Retail ETF",NA
"2633","RTLR","Rattler Midstream LP ",NA
"2634","RTRX","Retrophin",NA
"2635","RUBY","Rubius Therapeutics",NA
"2636","RUHN","Ruhnn Holding Limited ",NA
"2637","RUN","Sunrun",NA
"2638","RUSHA","Rush Enterprises",NA
"2639","RUTH","Ruth's Hospitality Group","Konsumgüter"
"2640","RVMD","Revolution Medicines","Gesundheitswesen"
"2641","RVNC","Revance Therapeutics",NA
"2642","RVSB","Riverview Bancorp Inc ",NA
"2643","RWLK","ReWalk Robotics",NA
"2644","RXT","Rackspace Technology",NA
"2645","RYAAY","Ryanair Holdings plc ",NA
"2646","RYTM","Rhythm Pharmaceuticals",NA
"2647","RZLT","Rezolute",NA
"2648","SABR","Sabre",NA
"2649","SAFM","Sanderson Farms",NA
"2650","SAFT","Safety Insurance Group","Finanzen"
"2651","SAGE","Sage Therapeutics",NA
"2652","SAIA","Saia",NA
"2653","SAII","Software Acquisition GroupII ",NA
"2654","SAL","Salisbury Bancorp","Finanzen"
"2655","SALM","Salem Media Group",NA
"2656","SAMA","Schultze Special Purpose Acquisition",NA
"2657","SAMG","Silvercrest Asset Management Group",NA
"2658","SANM","Sanmina",NA
"2659","SANW","S&W Seed Company ",NA
"2660","SASR","Sandy Spring Bancorp","Finanzen"
"2661","SATS","EchoStar",NA
"2662","SAVA","Cassava Sciences","Gesundheitswesen"
"2663","SBAC","SBA Communications",NA
"2664","SBBP","Strongbridge Biopharma plc ",NA
"2665","SBCF","Seacoast Bankingof Florida ",NA
"2666","SBFG","SB Financial Group","Finanzen"
"2667","SBGI","Sinclair Broadcast Group",NA
"2668","SBLK","Star Bulk Carriers","Infrakstruktur"
"2669","SBNY","Signature Bank ",NA
"2670","SBPH","Spring Bank Pharmaceuticals",NA
"2671","SBRA","Sabra Health Care REIT","Immobilien"
"2672","SBSI","Southside Bancshares","Finanzen"
"2673","SBT","Sterling Bancorp","Finanzen"
"2674","SBUX","Starbucks",NA
"2675","SCHL","Scholastic",NA
"2676","SCHN","Schnitzer Steel Industries",NA
"2677","SCKT","Socket Mobile","Technologie"
"2678","SCOR","comScore",NA
"2679","SCPH","scPharmaceuticals",NA
"2680","SCPL","SciPlay",NA
"2681","SCSC","ScanSource",NA
"2682","SCVL","Shoe Carnival","Konsumgüter"
"2683","SCWX","SecureWorks",NA
"2684","SCYX","SCYNEXIS",NA
"2685","SCZ","iShares MSCI EAFE Small",NA
"2686","SDC","SmileDirectClub",NA
"2687","SDG","iShares MSCI Global Impact ETF",NA
"2688","SDGR","Schrodinger",NA
"2689","SDVY","First Trust SMID Cap Rising Dividend Achievers ETF",NA
"2690","SEAC","SeaChange International",NA
"2691","SECO","Secoo Holding Limited ",NA
"2692","SEDG","SolarEdge Technologies",NA
"2693","SEED","Origin Agritech Limited ",NA
"2694","SEEL","Seelos Therapeutics",NA
"2695","SEIC","SEI Investments Company ",NA
"2696","SELB","Selecta Biosciences",NA
"2697","SELF","Global Self Storage","Immobilien"
"2698","SENEA","Seneca Foods",NA
"2699","SESN","Sesen Bio",NA
"2700","SFBC","Sound Financial Bancorp","Finanzen"
"2701","SFBS","ServisFirst Bancshares","Finanzen"
"2702","SFET","Safe",NA
"2703","SFIX","Stitch Fix",NA
"2704","SFM","Sprouts Farmers Market","Konsumgüter"
"2705","SFNC","Simmons First National",NA
"2706","SFST","Southern First Bancshares","Finanzen"
"2707","SFT","Shift Technologies",NA
"2708","SG","Sirius International Insurance Group",NA
"2709","SGA","Saga Communications",NA
"2710","SGBX","SG Blocks",NA
"2711","SGC","Superior Group of Companies","Sonstige"
"2712","SGEN","Seagen ",NA
"2713","SGH","SMART Global Holdings",NA
"2714","SGLB","Sigma Labs","Konsumgüter"
"2715","SGMA","SigmaTron International",NA
"2716","SGMO","Sangamo Therapeutics",NA
"2717","SGMS","Scientific Games Corp ",NA
"2718","SGOC","SGOCO Group Ltd ",NA
"2719","SGRP","SPAR Group",NA
"2720","SGRY","Surgery Partners","Gesundheitswesen"
"2721","SHBI","Shore Bancshares Inc ",NA
"2722","SHEN","Shenandoah Telecommunications Co ",NA
"2723","SHIP","Seanergy Maritime Holdings Corp ",NA
"2724","SHLD","VictoryShares Protect America ETF",NA
"2725","SHOO","Steven Madden","Sonstige"
"2726","SHSP","SharpSpring",NA
"2727","SHV","iShares Short Treasury Bond ETF",NA
"2728","SHYF","The Shyft Group",NA
"2729","SIBN","SI",NA
"2730","SIC","Select Interior Concepts",NA
"2731","SIEB","Siebert Financial",NA
"2732","SIEN","Sientra",NA
"2733","SIFY","Sify Technologies Limited ",NA
"2734","SIGA","SIGA Technologies",NA
"2735","SIGI","Selective Insurance Group","Finanzen"
"2736","SILC","Silicom Ltd ",NA
"2737","SILK","Silk Road Medical",NA
"2738","SIMO","Silicon Motion Technology",NA
"2739","SINA","Sina",NA
"2740","SINO","Sino",NA
"2741","SINT","SiNtx Technologies",NA
"2742","SIOX","Sio Gene Therapies",NA
"2743","SIRI","Sirius XM Holdings",NA
"2744","SITM","SiTime",NA
"2745","SIVB","SVB Financial Group ",NA
"2746","SJ","Scienjoy Holding",NA
"2747","SKOR","FlexShares Credit",NA
"2748","SKYW","SkyWest",NA
"2749","SKYY","First Trust Cloud Computing ETF",NA
"2750","SLAB","Silicon Laboratories",NA
"2751","SLCT","Select Bancorp","Finanzen"
"2752","SLDB","Solid Biosciences",NA
"2753","SLGG","Super League Gaming",NA
"2754","SLGL","Sol",NA
"2755","SLGN","Silgan Holdings",NA
"2756","SLM","SLM",NA
"2757","SLN","Silence Therapeutics Plc ",NA
"2758","SLNO","Soleno Therapeutics",NA
"2759","SLP","Simulations Plus",NA
"2760","SLQD","iShares 0",NA
"2761","SLRC","Solar Capital",NA
"2762","SLRX","Salarius Pharmaceuticals",NA
"2763","SLS","SELLAS Life Sciences Group ",NA
"2764","SLVO","Credit Suisse Silver Shares Covered Call Exchange Traded Notes",NA
"2765","SMBC","Southern Missouri Bancorp","Finanzen"
"2766","SMBK","SmartFinancial","Finanzen"
"2767","SMCI","Super Micro Computer",NA
"2768","SMCP","AlphaMark Actively Managed Small Cap ETF",NA
"2769","SMED","Sharps Compliance",NA
"2770","SMH","VanEck Vectors Semiconductor ETF",NA
"2771","SMIT","Schmitt Industries",NA
"2772","SMMC","South Mountain Merger",NA
"2773","SMMF","Summit Financial Group","Finanzen"
"2774","SMMT","Summit Therapeutics ",NA
"2775","SMPL","The Simply Good Foods Company ",NA
"2776","SMSI","Smith Micro Software",NA
"2777","SMTC","Semtech",NA
"2778","SMTI","Sanara MedTech",NA
"2779","SMTX","SMTC",NA
"2780","SNBP","Sun BioPharma",NA
"2781","SNBR","Sleep Number","Konsumgüter"
"2782","SNCA","Seneca Biopharma",NA
"2783","SNCR","Synchronoss Technologies",NA
"2784","SND","Smart Sand",NA
"2785","SNDE","Sundance Energy ",NA
"2786","SNDL","Sundial Growers",NA
"2787","SNDX","Syndax Pharmaceuticals",NA
"2788","SNES","SenesTech","Chemie"
"2789","SNEX","StoneX Group",NA
"2790","SNFCA","Security National Financial",NA
"2791","SNGX","Soligenix",NA
"2792","SNLN","Highland/iBoxx Senior Loan ETF",NA
"2793","SNOA","Sonoma Pharmaceuticals",NA
"2794","SNPS","Synopsys",NA
"2795","SNSR","Global X Internet of Things ETF",NA
"2796","SNSS","Sunesis Pharmaceuticals",NA
"2797","SNUG","Merlyn.AI Tactical Growth & Income ETF",NA
"2798","SNY","Sanofi ",NA
"2799","SOCL","Global X Social Media ETF",NA
"2800","SOHO","Sotherly Hotels","Immobilien"
"2801","SOHU","Sohu.com Limited  ",NA
"2802","SOLO","Electrameccanica VehiclesLtd. ",NA
"2803","SOLY","Soliton",NA
"2804","SONA","Southern National Bancorp of Virginia",NA
"2805","SONM","Sonim Technologies","Technologie"
"2806","SONN","Sonnet BioTherapeutics Holdings",NA
"2807","SONO","Sonos",NA
"2808","SOXX","iShares PHLX SOX Semiconductor Sector Index Fund",NA
"2809","SP","SP Plus",NA
"2810","SPCB","SuperCom",NA
"2811","SPFI","South Plains Financial",NA
"2812","SPI","SPI Energy Co.",NA
"2813","SPKE","Spark Energy",NA
"2814","SPLK","Splunk",NA
"2815","SPNE","SeaSpine Holdings",NA
"2816","SPNS","Sapiens InternationalN.V. ",NA
"2817","SPOK","Spok Holdings",NA
"2818","SPPI","Spectrum Pharmaceuticals",NA
"2819","SPQQ","Siren Large Cap Blend Index ETF",NA
"2820","SPRB","Spruce Biosciences",NA
"2821","SPRO","Spero Therapeutics",NA
"2822","SPRT","Support.com",NA
"2823","SPSC","SPS Commerce",NA
"2824","SPT","Sprout Social Inc ",NA
"2825","SPTN","SpartanNash Company ",NA
"2826","SPWH","Sportsman's Warehouse Holdings",NA
"2827","SPWR","SunPower",NA
"2828","SQBG","Sequential Brands Group",NA
"2829","SQFT","Presidio Property Trust",NA
"2830","SQLV","Legg Mason Small",NA
"2831","SQQQ","ProShares UltraPro Short QQQ",NA
"2832","SRAC","Stable Road Acquisition",NA
"2833","SRAX","SRAX",NA
"2834","SRCE","1st Source","Finanzen"
"2835","SRCL","Stericycle",NA
"2836","SRDX","Surmodics",NA
"2837","SRET","Global X SuperDividend REIT ETF",NA
"2838","SREV","ServiceSource International",NA
"2839","SRGA","Surgalign Holdings",NA
"2840","SRNE","Sorrento Therapeutics",NA
"2841","SRPT","Sarepta Therapeutics",NA
"2842","SRRA","Sierra Oncology",NA
"2843","SRRK","Scholar Rock Holding",NA
"2844","SRSAU","Sarissa Capital Acquisition",NA
"2845","SRTS","Sensus Healthcare",NA
"2846","SSB","South State",NA
"2847","SSBI","Summit State Bank ",NA
"2848","SSKN","Strata Skin Sciences",NA
"2849","SSNC","SS&C Technologies Holdings",NA
"2850","SSNT","SilverSun Technologies",NA
"2851","SSP","E.W. Scripps Company (The) ",NA
"2852","SSPK","Silver Spike Acquisition",NA
"2853","SSRM","SSR Mining","Rohstoffe"
"2854","SSSS","SuRo Capital",NA
"2855","SSTI","ShotSpotter",NA
"2856","SSYS","Stratasys",NA
"2857","STAA","STAAR Surgical Company ",NA
"2858","STAF","Staffing 360 Solutions",NA
"2859","STAY","Extended Stay America",NA
"2860","STBA","S&T Bancorp",NA
"2861","STCN","Steel Connect",NA
"2862","STEP","StepStone Group",NA
"2863","STFC","State Auto Financial","Finanzen"
"2864","STIM","Neuronetics","Technologie"
"2865","STKL","SunOpta",NA
"2866","STKS","The ONE Group Hospitality",NA
"2867","STLD","Steel Dynamics",NA
"2868","STMP","Stamps.com",NA
"2869","STND","Standard AVB Financial",NA
"2870","STNE","StoneCo",NA
"2871","STOK","Stoke Therapeutics",NA
"2872","STRA","Strategic Education","Gesundheitswesen"
"2873","STRL","Sterling Construction Company Inc ",NA
"2874","STRM","Streamline Health Solutions",NA
"2875","STRO","Sutro Biopharma",NA
"2876","STRS","Stratus Properties","Immobilien"
"2877","STRT","STRATTEC SECURITY CORPORATION ",NA
"2878","STSA","Satsuma Pharmaceuticals",NA
"2879","STTK","Shattuck Labs",NA
"2880","STWO","ACON S2 Acquisition",NA
"2881","STX","Seagate Technology PLC ",NA
"2882","STXB","Spirit of Texas Bancshares",NA
"2883","SUMO","Sumo Logic",NA
"2884","SUMR","Summer Infant","Konsumgüter"
"2885","SUNS","Solar Senior Capital",NA
"2886","SUNW","Sunworks","Technologie"
"2887","SUPN","Supernus Pharmaceuticals",NA
"2888","SURF","Surface Oncology",NA
"2889","SUSB","iShares ESG Aware 1",NA
"2890","SUSC","iShares ESG Aware USD Corporate Bond ETF",NA
"2891","SUSL","iShares ESG MSCI USA Leaders ETF",NA
"2892","SVA","Sinovac Biotech",NA
"2893","SVAC","Starboard Value Acquisition",NA
"2894","SVBI","Severn Bancorp Inc ",NA
"2895","SVC","Service Properties Trust ",NA
"2896","SVMK","SVMK",NA
"2897","SVRA","Savara",NA
"2898","SVVC","Firsthand Technology Value Fund",NA
"2899","SWAV","ShockWave Medical",NA
"2900","SWBI","Smith & Wesson Brands",NA
"2901","SWIR","Sierra Wireless","Technologie"
"2902","SWKH","SWK Holdings",NA
"2903","SWKS","Skyworks Solutions",NA
"2904","SWTX","SpringWorks Therapeutics",NA
"2905","SXTC","China SXT Pharmaceuticals","Gesundheitswesen"
"2906","SY","So",NA
"2907","SYBT","Stock Yards Bancorp","Finanzen"
"2908","SYBX","Synlogic",NA
"2909","SYKE","Sykes Enterprises Incorporated ",NA
"2910","SYNA","Synaptics Incorporated ",NA
"2911","SYNC","Synacor",NA
"2912","SYNH","Syneos Health",NA
"2913","SYNL","Synalloy",NA
"2914","SYPR","Sypris Solutions",NA
"2915","SYRS","Syros Pharmaceuticals",NA
"2916","SYTA","Siyata Mobile",NA
"2917","TA","TravelCenters of America ",NA
"2918","TACO","Del Taco Restaurants","Finanzen"
"2919","TACT","TransAct Technologies Incorporated ",NA
"2920","TAIT","Taitron Components Incorporated ",NA
"2921","TANH","Tantech Holdings",NA
"2922","TAOP","Taoping",NA
"2923","TARA","Protara Therapeutics ",NA
"2924","TARS","Tarsus Pharmaceuticals",NA
"2925","TAST","Carrols Restaurant Group","Finanzen"
"2926","TATT","TAT Technologies","Sonstige"
"2927","TAYD","Taylor Devices",NA
"2928","TBBK","The Bancorp",NA
"2929","TBIO","Translate Bio",NA
"2930","TBK","Triumph Bancorp","Finanzen"
"2931","TBLT","ToughBuilt Industries",NA
"2932","TBNK","Territorial Bancorp","Finanzen"
"2933","TBPH","Theravance Biopharma",NA
"2934","TC","TuanChe Limited ",NA
"2935","TCBI","Texas Capital Bancshares","Finanzen"
"2936","TCBK","TriCo Bancshares ",NA
"2937","TCCO","Technical Communications","Technologie"
"2938","TCDA","Tricida",NA
"2939","TCF","TCF Financial",NA
"2940","TCFC","The Community Financial",NA
"2941","TCMD","Tactile Systems Technology",NA
"2942","TCOM","Trip.com Group Limited ",NA
"2943","TCON","TRACON Pharmaceuticals",NA
"2944","TCPC","BlackRock TCP Capital",NA
"2945","TCRR","TCR2 Therapeutics",NA
"2946","TCX","Tucows",NA
"2947","TDAC","Trident Acquisitions",NA
"2948","TDIV","First Trust NASDAQ Technology Dividend Index Fund",NA
"2949","TEAM","AtlassianPlc ",NA
"2950","TECTP","Tectonic Financial",NA
"2951","TEDU","Tarena International",NA
"2952","TEKKU","Tekkorp Digital Acquisition",NA
"2953","TELA","TELA Bio",NA
"2954","TELL","Tellurian",NA
"2955","TENB","Tenable Holdings",NA
"2956","TENX","Tenax Therapeutics",NA
"2957","TER","Teradyne",NA
"2958","TESS","TESSCO Technologies Incorporated ",NA
"2959","TFFP","TFF Pharmaceuticals",NA
"2960","TFSL","TFS Financial",NA
"2961","TGA","TransGlobe Energy",NA
"2962","TGLS","Tecnoglass",NA
"2963","TGTX","TG Therapeutics",NA
"2964","TH","Target Hospitality",NA
"2965","THBR","Thunder Bridge Acquisition II",NA
"2966","THCA","Tuscan HoldingsII ",NA
"2967","THCB","Tuscan Holdings",NA
"2968","THFF","First FinancialIndiana ",NA
"2969","THMO","ThermoGenesis Holdings",NA
"2970","THRM","Gentherm Inc ",NA
"2971","THRY","Thryv Holdings",NA
